,text,env
356,The spot rate on 21 October 2019 was used for the closing TSR.,0
357,"We receive regular briefings from Internal Audit throughout the year, and ask business owners to attend the Committee to explain actions being taken.",0
358,The financial statements of the material subsidiaries are prepared for the same accounting period as for the parent company.,0
359,The participation of ordinary shareholders in the General Shareholders’ Meeting of the Company takes place under the conditions provided for by law and the stipulations of Article 11.1 of the Company’s Articles of Association (See Section 4.2 (General Shareholders’ Meetings) of this Registration Document).,0
360,"Once every financial year, the Board of Management extensively informs the Audit Committee about DBAG’s risk exposure.",0
361,"The approach taken on external growth is one of flexibility, depending on the opportunities received or perceived and according to the strategy set by the Management, seeking the greatest complementarity with the Group’s existing activities.",0
362,Unit value of the share on the allocation date: €24.30 corresponding to the share price on 4 July 2018 (€27.00) to which a 10% discount was applied to take into account the absence of dividend rights over the vesting period.,0
363,Service Agreement between your company and the company Chardi Inc.,0
364,"Lines are open between 09:00-17:30, Monday to Friday excluding public holidays in England and Wales.",0
365,Certain colleagues have entitlement to higher levels of core benefits retained from their employment prior to 2020.,0
366,"Meantime the Group’s other products experienced different fortunes, with the Developed CEF and Frontier products performing strongly, but the Emerging Markets and Natural Resource equity strategies faring significantly less well.",1
367,Regular reports on investor sentiment and industry issues from the Company’s broker are submitted to the Board.,0
368,"Matters considered during the year During the year under review, the Audit Committee has ensured the effective assessment of the Company’s evolving risk environment, particularly given the continued challenging effects of the COVID-19 pandemic on the market for the majority of the year with markets recovering towards the end of the year.",0
369,"These are available to our analysts and investment teams to help them identify, understand and assess climate risks for different types of assets, drawing on a database of ESG information refreshed daily by our data vendors.",1
370,This capital increase was carried out with preferential subscription rights maintained at a price of €21 per new share and was subscribed in the amount of €239.8 million by cash contribution and €176.1 million by offsetting against debts with the equity convertible bonds issued by the Company in May 2015 (see Section 2.2.4 (Liquidity and Capital Resources) of this Registration Document).,0
371,"They may change or be modified due to uncertainties related in particular to the economic, financial, competitive and regulatory environment.",0
372,"The feedback provided was consolidated in a report, which was submitted – along with action items recommended by the Nomination Committee – to the Supervisory Board for its discussion and the adoption of measures.",0
373,"In early 2018, an accredited consultant on Greenhouse Gas Emissions Audits (referred to here by its French acronym “BEGES”) conducted an analysis of the offices in Paris, London, Brussels, Milan and Singapore.",1
374,"The Company has found that the issue of share awards to executives and employees has been a very useful tool in motivating and retaining key staff, and the Board intends to continue to maintain a flexible approach to share incentives and to seek to encourage significant employee ownership.",0
375,"In addition, the Group maintains unfunded contributory post-employment medical plans for a number of current and retired employees who are mainly located in the United States.",0
376,"As a result, the Board’s views on diversity principles are aligned with those expressed in the Hampton-Alexander Review regarding the proportion of women on boards and also the Parker Review about ethnic representation on boards, amongst other published commentaries.",0
377,Borrowings include operational borrowings attributable to shareholder-financed operations and other borrowings attributable to the With-Profits Fund.,0
378,"The score is an indicator of how we measure, disclose and manage our carbon emissions footprint.",1
379,Documents on display The terms and conditions of all Directors’ appointments are available for inspection at the Company’s registered office during normal business hours and at the AGM.,0
380,"Officer functions (Group Legal, Group Communication, Group Human Resources) and Group Chief Risk Officer expenses.",0
381,Our business is built on trust and we don’t take that lightly.,0
382,We have also made good progress towards pivoting the entire business towards sustainability.,1
383,Sustainability and Environmental Social Governance (ESG) risk has also been a key area of focus.,1
384,"Our plans to optimise and simplify our processes in the interests of our customers, business partners and employees will enable us to identify further opportunities for growth for the good of our business and to the benefit of the community.",0
385,These changes in the fair value of the guarantees will be reflected in Other Revenues.,0
386,Investments in companies whose performance is more strongly linked to consumer demand mitigate the effects of business cycles on the value of the portfolio.,0
387,"Carbon footprint of the diversified equity funds Tikehau Capital commissioned Trucost to carry out carbon benchmarks thanks to low exposure to the most polluting assessments of its main liquid funds at 31 December 2018. sectors (energy, materials, industries).",1
388,In particular we have seen continued growth in our DC Fiduciary model where we are the first provider to deliver a three year track record in this important arena.,0
389,Health represents a small proportion of SCOR Global Life’s portfolio.,0
390,Each member of the Supervisory Board should be able to build productive partnerships with key constituents including fellow Supervisory and Executive Board members.,0
391,"The new fee that will apply from the appointment date will be £525,000 per annum.",0
392,"We think giving people what they need from their homes now and in the future makes sense for the environment, for our business, and for our customers, who include millions of pensioners, savers and Prudential policyholders.",1
393,Consideration of individual performance The Committee considered performance assessments for the Executive Directors and concluded that the formulaic outcome of the STI was appropriate in the context of their personal contribution over the performance period.,0
394,"As such, Tikehau IM Asia and IREIT Global Group are subject to the laws, regulations, guidelines and recommendations laid down by MAS.",0
395,"In 2018, attendance fees were paid to him in respect of his duties as member of the Supervisory Board in 2017.",0
396,There will be only minor changes to the current accounting for lessors.,0
397,It will remain flexible in adding risk to the portfolio from both public and private markets as and when it sees value.,0
398,We attach particular importance to nurturing a corporate culture in which loyalty to the Company can prosper.,0
399,The Syndicated Credit Agreement provides for the option for each lender not to finance its participation of any possible drawdown and to terminate its commitment in the event of a change of control of the Company.,0
400,We also launched a green energy switching service for our UK colleagues.,1
401,These broadly align to the orderly 2°C scenario and a 4°C scenario.,1
402,The spend was split between a 4.25% budget for the majority of the workforce and 3% for those in senior management positions (with some variation in our international locations to reflect market conditions).,0
403,"We operate an International Sharesave in all other locations, providing the same opportunity as the UK Sharesave, subject to the rules/regulations that apply in each location.",0
404,This analysis enables us to assess the exposure of our portfolio to climate risk on a forward-looking basis using various scenarios.,1
405,Flagship programmes (urban regeneration; economic empowerment; and skills and education) support all our strategic priorities.,0
406,"While the US is still expected to show positive growth, the Eurozone is likely to achieve only a slight positive expansion in 2020.",0
407,"Like a stock corporation, the share capital of a KGaA is held by its shareholders.",0
408,"As outlined in the Company’s Prospectus at the time of the IPO, before the Company’s fifth Annual General Meeting in 2024, the Board will formulate and submit proposals (which may constitute a tender offer or other method of distribution) to provide Shareholders with an opportunity to realise the value of their Ordinary Shares at Net Asset Value per Ordinary Share less costs.",0
409,The Audit Committee reviews the Annual Report as a whole and makes recommendations to the Board.,0
410,"Local and responsible production – Buoyed by its new technology, Carbonex has been able to relocate the production of wood charcoal and briquettes in France, improve quality control, significantly reduce the use of fossil energy and avoid deforestation.",1
411,"As a business regulated by the UK Financial Conduct Authority, we hold prudent levels of capital resource in order to ensure our financial stability.",0
412,All plan assumptions that have an impact on cash are included in the projection of financial resources.,0
413,"Regarding the estimate of the long-term results of the selected portfolio companies, we verified that this estimate had been derived from the individual company projections and had been approved at the level of the portfolio company by the latter’s supervisory body.",0
414,We have a zero waste to landfill commitment for our UK offices where we have operational control and promote this as best practice for all other offices.,1
415,"The Nomination Committee continues to lead transparent selections, with weight given to gender, ethnicity and diversity of thought.",0
416,The change in the balance of deferred tax assets and deferred tax liabilities does not equal the deferred tax expense/(benefit).,0
417,SASB The Sustainability Accounting Standards Board is an ESG guidance framework that sets standards for the disclosure of financially material sustainability information by companies to their investors.,1
418,Our M&G plc Supply Chain Modern Slavery Business Standard supports the management of Modern Slavery risk and how we approach third party supplier relationships.,0
419,"The review concluded that the Directors’ qualifications, effectiveness, performance and contribution to the Board are of a high standard.",0
420,"Options exercised in the context of a full donation for a total amount of EUR 1,174,495.9.",0
421,"In fulfilling its supervisory tasks, it monitored the General Partner and advised the Executive Board.",0
422,"Thus, in the event of the poor performance of the assets of funds that have employed leverage, the relevant funds and their shareholders or unitholders could see their position adversely affected by the existence of financing and the lending banks’ priority rights on the assets and income concerned.",0
423,"Waste We aim to reduce the volume of waste each of our offices generate, maximise recycling rates and minimise the amount we send to landfill.",1
424,It defines the high-risk and excluded sectors and behaviours.,0
425,"An example is our investment in Storegga Geotechnologies, which you can read more about on page 39.",0
426,The number of shares definitively acquired is based on the performance of a level of published revenues from the Group's Asset Management business as at 31 December 2019.,0
427,Our approach to scenario modelling is to incorporate bottom-up analysis (derived from security specific data) into a scenario parameterised in a topdown fashion.,0
428,"Through our second line assurance responsibilities, we’re ensuring that internal controls remain effective and that internal audit is providing strong third line assurance.",0
429,"Forward-looking statements therefore speak only as of the date they are made, and we undertake no obligation to update publicly any of them in light of new information or future events.",0
430,Nature and purpose Amendment dated 20 December 2018 to the service agreement between your company and the company Parc Monceau SARL on 29 March 2017.,0
431,The expected credit loss model (ECL) is applicable to DWS Group.,0
432,"Under the equity method, the Group’s share of profit or loss of its joint ventures and associates is recognised in the income statement and its share of movements in other comprehensive income is recognised in other comprehensive income.",0
433,"Except for the employee representatives, the members of the Supervisory Board are elected by the shareholders of DWS KGaA at the General Meeting.",0
434,"Under a £107 million and two £53.6 million revolving loan facilities between the Company and the bank named therein as lender (Lender) dated 27 March 2019 (the Facility), in the event that any person or group of persons acting in concert directly or indirectly gains control of the Company and its subsidiaries, then the Lender may elect within a prescribed time frame to be replaced by a new lender, or to cancel its commitment, under the Facility whereupon the Company shall be required to repay each loan made to it, together with accrued interest and all other amounts accrued under the Facility, which shall in each case be immediately due and payable, on the last day of the interest period for that loan.",0
435,"The Company indirectly holds 18,878,569 ordinary shares in P-Solve Holdings Limited which carry 100% of the voting rights.",0
436,"The effects of the compensation systems on risk, capital and liquidity management shall be assessed and it shall be ensured that the compensation systems and the group-wide compensation strategy – in consideration of the corporate culture – are aligned to achieving the objectives set out in the business and risk strategies of DWS Group.",0
437,Dr Woehrmann has also assumed the responsibility for setting the overall DWS Group ESG and Sustainability strategy.,1
438,"As set out on page 77 of the Strategic Report, M&G plc faces the potential risk of the facilitation of financial crime and continues with the programme of work to ensure that the controls that operate across the Group are sufficiently comprehensive and resilient to mitigate this risk in line with relevant legal and regulatory requirements, and complete any necessary remediation where appropriate.",0
439,The largest suppliers in the period have been professional service firms.,0
440,Details of the Committee Members’ experience are given in the biographical information on page 38.,0
441,"The valuation guidelines set out further details on IPEVG provisions, insofar as the latter are vague or undefined, in order to allow them to be applied in intersubjectively clear terms to DBAG.",0
442,"In light of these Court rulings, at 31 December 2021 and 31 December 2020, the Group has recognised an estimated allowance for GMP equalisation within the IAS 19 valuation for all the UK schemes – comprising £43m for PSPS, £20m for SASPS, and £6m for M&GGPS as at 31 December 2021 (2020: £48m for PSPS, £21m for SASPS and £6m for M&GGPS).",0
443,"In the medium to long term, our operations and investment portfolios will be exposed to physical risks resulting from extreme weather events and to the impact of climate change on other environmental systems such as biodiversity and water, and through them on health, living standards and social stability.",1
444,"Executive Directors are eligible to participate in UK all-employee share plans, which currently comprises HMRC-approved Sharesave and SIP plans, on the same terms as other employees.",0
445,"Appointment of Proxy by Joint Shareholders In the case of joint shareholders, where more than one of the joint shareholders purports to appoint one or more proxies, only the purported appointment submitted by the most senior holder will be accepted.",0
446,"This independent spirit has forged an investment culture of conviction, sometimes going against market trends, in keeping with the desire of Tikehau Capital to provide enhanced added value for its investor clients.",0
447,"In the disorderly 2°C scenario, downside impacts to asset values are initially mild but then become greater after 2030, as greater investment is needed to adapt to climate change.",1
448,"Supporting our ambition to build the most inclusive culture, our colleagueled diversity networks provide invaluable support and networking opportunities for our people globally.",0
449,"As a result, there was no material impact from climate on our key audit matters.",1
450,Our focus on client outcomes aligns us with our clients and results in a business with low attrition rates.,0
451,"The Chief Human Resources and Director of Public Policy and Regulation retired at the end of 2021 and, as of 1 January 2022, the new combined role of Chief People and Corporate Affairs Officer was created as an Executive Committee member.",0
452,"Remuneration philosophy The Group’s remuneration philosophy is based on rewarding people for their individual performance, their division’s performance and the overall performance of the Group.",0
453,"The acquisition of Sofidy has enabled Tikehau Capital to expand its range of Real Estate funds and thus improve its business mix, to reach out to new investor categories and extend its know-how in the field of Real Estate investment solutions thanks to the strong synergies between the two groups.",0
454,"In addition, the Supervisory Board concurred with the proposal of the Executive Board for the appropriation of distributable profit and resolved the Report of the Supervisory Board.",0
455,Employees of the Real Estate activity 19 (excl.,0
456,"Specialised in plant chemistry, since 1932, the DRT group has developed rosin and turpentine extracted from pine resin.",0
457,"The Whistleblowing policy is supported by our Speak Out programme that includes different reporting channels, such as EthicsPoint which is a confidential reporting system provided by an independent external service provider.",0
458,"The Managers, with the power of sub-delegation under the conditions provided by law, enjoy the broadest powers to decide and implement said authorisation, to specify, if necessary, its terms, and the procedures for executing the share buyback and, in particular, to place any market order, enter into any agreement, allocate or reallocate the acquired shares to purposes allowed under applicable law and regulations, set the procedures for ensuring, where applicable, the rights of holders of securities giving access to equity or other rights giving access to equity in accordance with legal and regulatory provisions and, where applicable, enforce contractual clauses providing for other cases of adjustment, to make any disclosures to the AMF or any other competent authority and any other formalities and, generally speaking, to undertake any necessary actions.",0
459,Financial debt Financial debts are recognised at their historical cost.,0
460,"Within our equity portfolios, the assets that are exposed to greatest downside are our holdings in industrials, materials and energy, as companies operating in this sector are exposed to transition risk in the 4°C scenario, the sector most exposed to downside impacts is consumer discretionary, with industrials, materials and energy performing relatively better.",1
461,"Internally, presentations and training are delivered by Group employees and cover awareness on compliance, explanation of the various business lines and Group products, talent management (management, annual interviews, best recruitment and mentoring practice, welcome meetings for new recruits and business culture, etc.).",0
462,"We have updated the sustainability requirements in our Supplier Code of Conduct and now require all suppliers to have clear procedures in place to ensure direct and indirect environmental impacts associated with goods and services are understood, measured and managed.",1
463,"The audit partner was previously the engagement partner involved with the audit of PSG, P-Solve and RAMAM.",0
464,Similarly the remaining emissions will be offset.,1
465,"Total Eren held workshops on PV power, environmental protection and public health for local communities.",1
466,"The middle-office teams monitor, whenever the net asset value is published, that the valuation data used by the custodian comply with decisions taken and that all closing elements have been properly integrated.",0
467,"The Committee confirms that the non-audit work undertaken by the Company’s Auditor satisfies, and does not compromise, the tests of the Auditor’s independence, objectivity, effectiveness, resources and qualification.",0
468,The Board of Management knows of no other restrictions relating to voting rights or the transfer of shares.,0
469,"The membership of the Company’s Audit Committee comprises four independent non-executive Directors, namely Lynn Ruddick, David Cardale, Allan Bufferd, and Rian Dartnell.",0
470,"We earned a higher than planned margin on our annuity business due to favourable benefits from longevity and expense assumption changes, which offset lower than expected operating profit before tax from our Asset Management business.",0
471,"Tikehau Capital’s activities have a low level of health and safety events, access to gyms at reduced prices for employees, etc.).",0
472,"In the event that our desired risk appetite is breached, a predefined escalation governance matrix is applied so these breaches are highlighted to the respective committees.",0
473,"The purpose of this reserved issue was to strengthen employees’ personal interest in the Group (particularly at the point of exercising these equity warrants), to reinforce the alignment of interests between the Group and its employees, and to encourage them with the Group’s future performance.",0
474,"Considering all significant aspects of the Group’s relationship with the IMEs, the Directors are of the opinion that although the Group manages the investment resources of the IMEs, the existence of: termination provisions in the Investment Management Agreements (IMAs) which allow for the removal of the Group as the investment manager; the influence exercised by investors in the control of their IMEs and the arm’s length nature of the Group’s contracts with the IMEs; and independent Boards of Directors of the IMEs, the Group does not control the IMEs and therefore the assets, liabilities and net profit are not consolidated into the Group’s financial statements.",0
475,"We aspire to be a thought leader, to innovate, and to advance understanding of sustainability issues.",1
476,"The employer’s contribution on behalf of all permanent employees, including executive Directors, is 12.5% of basic salary, except where local overseas regulations stipulate otherwise.",0
477,"At its meeting on December 13, 2019 the Supervisory Board dealt with the results of the review of the efficiency of its work.",0
478,Provisions are measured based on management’s best estimate of the expenditure required to settle the obligation at the reporting date.,0
479,"However, we are cognisant of the need to encourage good corporate governance and sustainable business practices and, if necessary, vote for changes to board composition where this is not the case.",1
480,It has been pleasing to see that financial controls remain robust and that high quality financial reporting continues to be delivered.,0
481,"Depending on the nature of the businesses and their industries, qualitative or quantitative criteria used in regard to social aspects may vary: human resources policy, social risk, employee safety and work-related accident rates.",0
482,Reminder:  Scope 1: carbon footprint from fixed or mobile sources controlled by the organisation.,1
483,"Information Systems, a Head of Finance, a Head of Human Resources and a Risk Manager.",0
484,"In addition, Tikehau IM and Sofidy, which manage and market UCITS, must comply with the requirements of the UCITS V Directive, which includes provisions on remuneration substantially similar to those contained in the AIFM Directive.",0
485,"Where the Group does not control these entities (as it is deemed to be acting as an agent) and they do not meet the definition of associates, they are carried at FVTPL within equity securities and pooled investment funds in the consolidated statement of financial position.",0
486,Further information is given in the Viability Statement (unaudited) on pages 24 to 25 and the Going Concern Statement on page 25.,0
487,"It makes a report at the Annual General Shareholders’ Meeting, in which it indicates in particular, the irregularities and inaccuracies noted in the annual and consolidated financial statements for the financial year.",0
488,"This pioneering blend of digital technology and human advice allows us to deliver outcomes much more efficiently, giving UK customers access to financial advice in an understandable, affordable and sustainable way.",0
489,The financial resources serve DBAG for investments in financial assets and loans and receivables.,0
490,"After a dividend of 1.20 euros was paid out in February 2017, this corresponds to an increase of 6.20 euros per share, or 26.5 percent – the third- highest return on equity reported since IFRS accounting was implemented.",0
491,"In order to take into account the existing forecasting uncertainty and the earlier date for the impairment test, we examined the effects of possible changes in expected net changes in cash flows of the managed mutual funds, the effective fee rate and the assumed long-term growth rates, or the discount rate used, on the recoverable amount by calculating alternative scenarios and comparing them with the Company's figures (sensitivity analysis).",0
492,"This will be achieved by launching further DBAG funds with new investment strategies that we have not pursued to date, or by ensuring that a successor fund exceeds the size of its predecessor.",0
493,"Every year, our One Voice employee opinion survey tracks what our people think of life at M&G, showing us what we are getting right and where we can improve.",0
494,"Total capital generation is the total change in Solvency II surplus capital before dividends and capital movements, and capital generated from discontinued operations.",0
495,"Our net zero commitments are supported by a number of initiatives, from implementation of our coal policy, to updating our product range, continuing to transition our existing European funds to SFDR Article 8/9 standard on sustainable investing.",1
496,"This plan outlines the steps that we’ve committed to undertake by putting sustainability at the heart of everything we do: as an investor, employer and business partner and as a company run in the long-term interests of our shareholders.",1
497,"No member of the Supervisory Board or the Board of Management holds shares, share options or other derivatives representing 1 percent or more of the subscribed capital.",0
498,"Continuing the development of open-ended funds (“Liquid Strategies”) – The Group considers that open-ended funds are a pillar of its growth, alongside the development of closed-end funds (see Section 1.4.2(c) (Liquid Strategies activity) of this Registration Document).",0
499,"If after engagement we feel that investees cannot or will not commit to a credible phase-out plan by 2030 for OECD and EU countries, or 2040 for developing countries, they will become candidates for divestment.",1
500,"A specific Board training session also took place, which included discussion on the Board’s role in establishing culture.",0
501,Our offices have video conference facilities which are used extensively for client meetings to reduce travel for us and our clients.,1
0,Significant environmental issues. ,1
1,We are committed to maintaining and enhancing our reputation for responsible business practices and will continue to promote our standards in line with our Business Principles.  ,0
2,"We create and maintain a positive, healthy and safe working environment that promotes diversity, inclusion and respect.  ",0
3,"The firm's mandatory all-employee training, which was introduced for Board members in Q4 2021, included sessions on Customer Vulnerability.  ",0
4,"Engaging with stakeholders (including Shareholders) will allow the Company to make the most of their contributions, ensure that the Company fulfils its obligations and build long-term value for all stakeholders.  ",0
5,"""The United Nations Global Compact"" (""UNGC"") and ""The Principles for Responsible Investment"" (""PRI"") are examples of initiatives that have been adopted by several companies, including SCOR SE.  ",1
6,We have adopted a Group-wide policy on equal opportunities.  ,0
7,The company has an active programme to promote sustainable consumption and production.  ,1
8,We carry out comprehensive background checks on all new employees and regularly review their behaviour during the course of their employment.  ,0
9,The environmental requirements applicable to the Group's production process are set out in the environmental permits applicable to the individual production sites.  ,1
10,"The initial remuneration for the Group Managing Director is competitive in the current market, and the total remuneration takes into account the Group’s current business development and financial position.  ",0
11,"The Board is committed to continuing this trend, demonstrated through its substantial support for the introduction of a number of new policies and programmes.  ",0
12,"The results are presented to the Supervisory Board, the Management Board and the Executive Committee for review.  ",0
13,The Board is responsible for the Company's strategic direction and risk management.  ,0
14,The Group is committed to protecting biodiversity through its sustainable development policies and initiatives.  ,1
15,"At year-end, the Group employed 11,045 people, including 7,749 in France.  ",0
16,"The review of the audit plan includes a detailed review of the risk profile, including the risk assessment performed by the Company’s internal control function.  ",0
17,The principal aim of our Corporate Governance framework is to ensure that the highest standards of corporate governance are maintained.  ,0
18,"The Company is committed to foster and maintain an environment that is free from discrimination, harassment, bullying and victimisation.  ",0
19,"We are committed to integrating ESG factors into the investment process, and are working on a new ESG framework.  ",1
20,Changes in the company's ownership and control structure were also considered.  ,0
21,"The company is committed to maintaining an effective system of internal controls, including policies and procedures designed to ensure compliance with all applicable laws and regulations.  ",0
22,"This position is not remunerated, but is a key management function, reporting directly to the Board, with the mandate to promote good corporate governance, enhance risk management and safeguard the interests of the Shareholders.  ",0
23,"However, we are cognisant of the need to encourage good corporate governance and sustainable business practices and, if necessary, vote for changes to board composition where this is not the case.  ",1
24,We are introducing LEED v4 and we will achieve our first project certification in 2017.  ,1
25,We have not established sufficient internal control over our financial reporting to comply with the requirements of the Sarbanes-Oxley Act of 2002.  ,0
26,The Board of Directors of the Company consists of eight directors.  ,0
27,The Group has also implemented a code of conduct for its employees.  ,0
28,A chart on page 18 shows the results of an analysis of social media and news articles.  ,0
29,The company was founded in 1846 as a manufacturer of surgical instruments and was the first major medical equipment supplier to require sales representatives to have graduated from a medical college.  ,0
30,"In the year ended 31 December 2016, the Company's total investment income amounted to $8.8 billion.  ",0
31,"We also provide access to external services, including health and well-being, financial services and training.  ",0
32,Our employees are the most important aspect of our business.  ,0
33,The Board has recently reviewed the Group's policies and guidelines on whistleblowing and harassment.  ,0
34,The Company has implemented a clear set of rules to ensure that no improper payments are made to any public official or third party.  ,0
35,"We are committed to promoting a safe and healthy working environment, where employees are treated fairly and with respect, and where they can reach their full potential.  ",0
36,"As of December 31, 2013, the Company's Board of Directors consisted of seven members: two executive directors, two general directors, two independent non-executive directors and one employee representative.  ",0
37,The Company considers that the purpose of the audit is to provide an independent opinion as to whether the financial statements of the Company give a true and fair view of the state of the Company's affairs.  ,0
38,"The main objective of the new policy is to reduce our CO2 emissions and better integrate the social, environmental and economic aspects in our activities.  ",1
39,The turnover of the company increased by 4.1% to € 67.7 billion.  ,0
40,We are committed to promoting gender diversity in the workplace and our management team consists of over 50% women.  ,0
41,"The Group's recruitment policy aims to promote, wherever possible, applications from women, whenever there are vacancies, and particularly for investment roles.  ",0
42,"If any such election is not made by the due date, the executive must defer the compensation and benefits received during the prior year and make a section 83(b) election within 30 days after the due date.  ",0
43,"In the social sphere, our focus on the world in which we operate, both locally and globally, involves us in building lasting relationships with partners who share our vision.  ",0
44,"We are also committed to realizing our market leadership in ""Sustainable Corporate Social Responsibility"" (""CSR"") activities.  ",1
45,We have formal processes of training and accreditation to advance and motivate our employees in order to support the continuity of our client engagement business model.  ,0
46,"We have a strong commitment to ""Doing the Right Thing"" and fostering a culture of integrity and compliance.  ",0
47,The operating company will provide a comprehensive information and communication strategy to ensure that the Group's stakeholders are kept fully informed of the Group's activities and performance.  ,0
48,The Company will support the local community through the activities of its staff and the support of local non-profit organisations.  ,0
49,"We also hold that a focus on long-term performance, whether for an individual or for a company, is the only rational strategy. ",0
50,"Our Board of Directors has established a Risk Committee, which meets regularly to review the risk profile of the Company and to oversee the risk management of the Company.  ",0
51,The decision-making process is a continuous process which draws on the experience of all members of the Executive Committee.  ,0
52,The Company also strives to maximize the benefits from its participation in the Dow Jones Sustainability Index (DJSI) by using the positive influence of the DJSI as an investment marketing tool.  ,1
53,"The Board is responsible for ensuring that the Company is managed in a sound, efficient and ethical manner and that the interests of shareholders are properly protected.  ",0
54,The Board has an active social responsibility policy and an Employee Forum.  ,0
55,"The Company is committed to conducting its business activities in a responsible manner, in accordance with applicable laws and regulations and in an environmentally, socially and economically responsible manner.  ",1
56,The Inclusion Council is the Group's advisory body on inclusion and diversity.  ,0
57,"The Board is comprised of seven members, including the Chairman and six non-executive Directors.  ",0
58,We also have an active lending policy to support the local economy.  ,0
59,The Group's remuneration policies and practices do not encourage excessive risk-taking.  ,0
60,"In addition, the Group supports the development of young talent in the area of music.  ",0
61,"The firm is committed to transparency and the sharing of information with clients, and this is reflected in the firm's publications and communications.  ",0
62,The Group will continue to develop and implement an employee assistance programme to support the personal development and well-being of employees.  ,0
63,"We have a strong commitment to the conservation of natural resources, water and energy.  ",1
64,"The Group is currently involved in a number of initiatives to make its business more environmentally sustainable, including reducing its use of paper in favour of more environmentally friendly media.  ",1
65,We have a strong commitment to improving our social and environmental performance and this is reflected in our Corporate Governance Statement on our website.  ,1
66,The Group's risk management policy is designed to ensure that any risks that arise are identified and assessed in a timely manner and that appropriate controls are in place.  ,0
67,We are committed to building a sustainable business that delivers long-term value for all our stakeholders.  ,1
68,"As part of the company's governance process, an annual report on the company's social and environmental performance is published.  ",1
69,The governance framework will be based on clearly defined and transparent principles.  ,0
70,Our company has no debt and has no plans to borrow any money.  ,0
71,The Company's remuneration policy is designed to be consistent with the Company's overall strategy in order to attract and retain the skills and talents required to drive the business forward.  ,0
72,"This applies to all BlackRock funds, funds of funds and third party discretionary managed accounts.  ",0
73,The Company is committed to providing a safe and healthy working environment for its employees and contractors.  ,0
74,"In addition, the Board has introduced a policy to ensure that the financial and social performance of each of the Group's service lines and regions is reported in the report.  ",0
75,"The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006.  ",1
76,We will continue to actively work with all stakeholders to contribute to the eradication of malaria in the country.  ,0
77,"We have also introduced a Whistleblowing and Ethics programme for employees, which has been designed to encourage honesty and respect for our policies.  ",0
78,"Transparency on environmental, social and governance issues is a key element of communication with our stakeholders.  ",1
79,"The Company and its directors are committed to the highest standards of corporate governance, ethical conduct and compliance with all laws and regulations.  ",0
80,Ethical and values-based behavior are not only a means to an end but are also the end in themselves.  ,0
81,The Group has committed to instilling a culture of integrity and complying with the highest ethical standards through a combination of internal controls and business-led initiatives.  ,0
82,"CSR Corporate Social Responsibility (CSR) is a concept whereby businesses recognise their responsibility to their stakeholders and the wider community, and take action to address the needs of society and the environment.  ",1
83,"Our strategy of social engagement is designed to support our business priorities, reduce environmental impact and enhance our reputation.  ",1
84,The Board has established a remuneration committee that has reviewed and approved the remuneration arrangements for the Executive Directors and their independence from the Company and its subsidiaries.  ,0
85,"The Company's significant subsidiaries include the Corporate Centre, a 60% subsidiary established for the purpose of managing the group's worldwide group-wide corporate and administrative operations.  ",0
86,"It has been a difficult period for the Group. However, we are confident that the actions taken on the following key priorities will drive growth in the near term and place the Group on a stable footing for the future. ",0
87,"In 2017, the Group reduced its water consumption by 5% compared to 2016.  ",1
88,We are committed to being a provider of choice for our clients in the markets in which we operate.  ,0
89,"The Board, the Executive Management and the Group's employees are committed to promoting and maintaining high standards of business conduct and ethics.  ",0
90,"The report provides detailed data on areas such as the number of visits per week, the number of customers served and the number of items on the menu.  ",0
91,The availability of the appropriate skills in the market is assessed to ensure that internal resources can meet project requirements.  ,0
92,The Board has established a remuneration committee which is responsible for establishing the remuneration of the executive directors and the other key management personnel.  ,0
93,The Board has a policy of encouraging diversity on the Board.  ,0
94,We pride ourselves on providing a safe working environment for our employees.  ,0
95,"In accordance with French law, we have verified that the required information concerning the purchase of investments and controlling interests and the identity of the shareholders or holders of the voting rights has been properly disclosed in the management report.  ",0
96,"The Group has a commitment to a safe and healthy working environment, and to ensuring that its employees are aware of the risks associated with their work and how to avoid them.  ",0
97,We believe that a pipeline of future low-carbon energy sources is essential to ensure that we mitigate the worst effects of climate change.  ,1
98,"The rich variety of activities and services includes lectures, seminars, workshops, excursions, cultural activities and sports.  ",0
99,The Group is committed to supporting the communities in which we operate through a variety of initiatives.  ,0
100,Employees are consulted regularly through the Group's Works Council.  ,0
101,"The policy is supported by our Speak Out programme that includes different reporting channels, such as EthicsPoint which is a confidential reporting system provided by an independent external service provider.  ",0
102,We are committed to continuous improvement and strengthening of the internal control environment of the company.  ,0
103,"The Group's policies are designed to ensure that the Group and its employees, advisers and agents act in compliance with all applicable laws, regulations, rules and regulations.  ",0
104,This includes the submission of an annual report on our policies and procedures and the development of an online training program for all employees.  ,0
105,The Company's Quality Management System complies with the requirements of the International Standard for Quality Management (ISO 9001:2008).  ,0
106,"Our network of stewards, who come from all levels of the organisation, help to spread the word about our policies and encourage others to speak up.  ",0
107,"In view of the current financial situation in Europe, the Group has established a number of measures to reduce its risk exposure.  ",0
108,"In the coming months, we will be rolling out a comprehensive programme of training, communications and action to address the issues.  ",0
